Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743375846656,800,800,800,800,4.545454502105713,9.090909004211426,4.761904716491699,4.761904716491699,51774.24609375,4096,410,19767,34,0,216712.1036376953,198601.3226928711,0,16720343040,4294963200,1169342464,1236250624
10000,1743375846656,800,800,800,800,4.545454502105713,9.090909004211426,4.761904716491699,4.761904716491699,51774.28552246094,4096,410,19767,34,0,216712.60028076172,198601.39208984375,0,16720343040,4294963200,1169125376,1236250624
9999,1743375856656,800,800,800,800,7.407407283782959,6.786427021026611,7.157258033752441,9.3718843460083,51783.649963378906,4096,410,19767,34,0,216835.2455444336,198612.07067871094,0,16720343040,4294963200,1160986624,1233367040
9999,1743375866656,800,800,800,800,1.9133938550949097,1.303911805152893,7.215446949005127,30.360721588134766,51793.210510253906,4096,410,19759,34,0,216973.1026611328,198637.99102783203,0,16720343040,4294963200,1418498048,1233367040
9999,1743375876656,800,800,800,800,50.60120391845703,50.4504508972168,55.02008056640625,68.77510070800781,51811.61242675781,4096,410,19759,34,0,217289.1661376953,198839.58203125,0,16720343040,4294963200,2049318912,1233367040
9999,1743375886656,800,800,800,800,100,100,100,100,51838.651428222656,4096,410,20000,34,0,217777.76489257813,199211.1590576172,0,16720343040,4294963200,1907068928,1233367040
9999,1743375896656,800,800,800,800,100,100,100,100,51865.66809082031,4096,410,19759,34,0,218265.5987548828,199581.982421875,0,16720343040,4294963200,1864052736,1233367040
9999,1743375906656,800,800,800,800,100,100,100,100,51893.61047363281,4096,410,19759,34,0,218760.69158935547,199959.634765625,0,16720343040,4294963200,2757787648,1233367040
9999,1743375916656,800,800,800,800,100,100,100,100,51922.26025390625,4096,410,19759,34,0,219262.61236572266,200343.80792236328,0,16720343040,4294963200,2692988928,1233367040
9999,1743375926657,800,800,800,800,100,100,100,100,51950.98907470703,4096,410,19759,34,0,219765.62536621094,200729.03192138672,0,16720343040,4294963200,2692923392,1233367040
9999,1743375936657,800,800,800,800,100,100,100,100,51979.72448730469,4096,410,19759,34,0,220270.35412597656,201115.9779663086,0,16720343040,4294963200,2648969216,1233367040
9999,1743375946657,800,800,800,800,100,100,100,100,52008.302185058594,4096,410,19767,34,0,220775.55725097656,201503.4521484375,0,16720343040,4294963200,2643525632,1232842752
9999,1743375956657,800,800,800,800,98.69869995117188,98.59860229492188,98.69999694824219,100,52034.41735839844,4096,410,19759,34,0,221273.95861816406,201884.98974609375,0,16720343040,4294963200,5610889216,1232580608
9999,1743375966657,800,800,800,800,99.29999542236328,99.4000015258789,99.39939880371094,100,52062.89971923828,4096,410,19995,34,0,221777.9966430664,202271.38104248047,0,16720343040,4294963200,5664657408,1232580608
9999,1743375976657,800,800,800,800,100,100,99.90010070800781,100,52092.08337402344,4096,410,19759,34,0,222285.76147460938,202661.17059326172,0,16720343040,4294963200,5819023360,1232580608
9999,1743375986657,800,800,800,800,100,100,100,100,52121.63659667969,4096,410,20000,34,0,222794.70904541016,203052.06353759766,0,16720343040,4294963200,5755727872,1232580608
9999,1743375996657,800,800,800,800,100,100,100,100,52151.148376464844,4096,410,19759,34,0,223303.92352294922,203443.23602294922,0,16720343040,4294963200,5684838400,1232580608
9999,1743376006657,800,800,800,800,100,100,100,100,52180.71405029297,4096,410,20000,34,0,223813.66650390625,203834.92742919922,0,16720343040,4294963200,5757726720,1232580608
